scope,evaluator_id,task_type,criterion,std_beta,N,note
EVALUATOR_TASK,c4,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c4,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Fluency,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Coherence,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Conciseness,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Accuracy,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Constructiveness,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Motivational,,3,insufficient_data
EVALUATOR_TASK,c5,Idea-to-Text,Sentiment,,3,insufficient_data
EVALUATOR_TASK,c5,Interpret,Fluency,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Coherence,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Motivational,,5,insufficient_data
EVALUATOR_TASK,c5,Interpret,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c5,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c5,Summarise,Sentiment,,6,insufficient_data
TASK,ALL,Idea-to-Text,Coherence,0.382954068349022,87,
TASK,ALL,Idea-to-Text,Constructiveness,0.23776735675989263,87,
TASK,ALL,Idea-to-Text,Motivational,0.15702602435458785,87,
TASK,ALL,Idea-to-Text,Fluency,0.14811725823342528,87,
TASK,ALL,Idea-to-Text,Sentiment,0.09549132630164262,87,
TASK,ALL,Idea-to-Text,Conciseness,0.047780423613023454,87,
TASK,ALL,Idea-to-Text,Accuracy,-0.013457106505124439,87,
TASK,ALL,Interpret,Constructiveness,0.27184097747309555,88,
TASK,ALL,Interpret,Motivational,0.21459422806866543,88,
TASK,ALL,Interpret,Coherence,0.19969546700389168,88,
TASK,ALL,Interpret,Fluency,0.17744529893508626,88,
TASK,ALL,Interpret,Sentiment,0.16030657094348996,88,
TASK,ALL,Interpret,Conciseness,-0.010950066229030997,88,
TASK,ALL,Interpret,Accuracy,-0.06390660587494681,88,
TASK,ALL,Summarise,Constructiveness,0.37706695855780337,89,
TASK,ALL,Summarise,Fluency,0.35084346201386885,89,
TASK,ALL,Summarise,Coherence,0.13769332728457148,89,
TASK,ALL,Summarise,Sentiment,0.1188194374581582,89,
TASK,ALL,Summarise,Accuracy,0.09641416935054999,89,
TASK,ALL,Summarise,Motivational,0.07975560526327091,89,
TASK,ALL,Summarise,Conciseness,0.05166033950370487,89,
