scope,evaluator_id,group,task_type,criterion,std_beta,N,note
EVALUATOR_TASK,b3,B,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b3,B,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b3,B,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b3,B,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,b3,B,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Fluency,,5,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Coherence,,5,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Conciseness,,5,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Accuracy,,5,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Motivational,,5,insufficient_data
EVALUATOR_TASK,b3,B,Summarise,Sentiment,,5,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Fluency,,4,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Coherence,,4,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Motivational,,4,insufficient_data
EVALUATOR_TASK,b4,B,Idea-to-Text,Sentiment,,4,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Fluency,,7,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Coherence,,7,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Motivational,,7,insufficient_data
EVALUATOR_TASK,b4,B,Interpret,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,b4,B,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,b5,B,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,b5,B,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Fluency,,4,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Coherence,,4,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Motivational,,4,insufficient_data
EVALUATOR_TASK,b5,B,Summarise,Sentiment,,4,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,c1,C,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Coherence,,4,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,c1,C,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,c1,C,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,c2,C,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,c3,C,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Fluency,,3,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Coherence,,3,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Conciseness,,3,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Accuracy,,3,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Constructiveness,,3,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Motivational,,3,insufficient_data
EVALUATOR_TASK,c3,C,Interpret,Sentiment,,3,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c3,C,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Fluency,,5,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Coherence,,5,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Motivational,,5,insufficient_data
EVALUATOR_TASK,c4,C,Idea-to-Text,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Fluency,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Coherence,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Motivational,,5,insufficient_data
EVALUATOR_TASK,c4,C,Interpret,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c4,C,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Fluency,,3,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Coherence,,3,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Conciseness,,3,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Accuracy,,3,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Constructiveness,,3,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Motivational,,3,insufficient_data
EVALUATOR_TASK,c5,C,Idea-to-Text,Sentiment,,3,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Fluency,,5,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Coherence,,5,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Conciseness,,5,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Accuracy,,5,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Motivational,,5,insufficient_data
EVALUATOR_TASK,c5,C,Interpret,Sentiment,,5,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,c5,C,Summarise,Sentiment,,6,insufficient_data
