scope,evaluator_id,task_type,criterion,spearman_rho,N
EVALUATOR_TASK,c5,Summarise,Coherence,-0.6000000000000001,8
EVALUATOR_TASK,c5,Summarise,Conciseness,-1.0,8
TASK,ALL,Idea-to-Text,Coherence,0.5924082253276373,112
TASK,ALL,Idea-to-Text,Constructiveness,0.5797190645137933,112
TASK,ALL,Idea-to-Text,Sentiment,0.4618148577221055,112
TASK,ALL,Idea-to-Text,Fluency,0.44667294185793927,112
TASK,ALL,Idea-to-Text,Conciseness,0.32694048222431393,112
TASK,ALL,Idea-to-Text,Motivational,0.29262001303308954,112
TASK,ALL,Idea-to-Text,Accuracy,0.09308239622311217,87
TASK,ALL,Interpret,Motivational,0.487963780918728,120
TASK,ALL,Interpret,Coherence,0.4573395170789164,120
TASK,ALL,Interpret,Constructiveness,0.41540783274440524,120
TASK,ALL,Interpret,Fluency,0.37900471142520614,120
TASK,ALL,Interpret,Sentiment,0.33392962308598356,120
TASK,ALL,Interpret,Accuracy,0.0749559767259453,88
TASK,ALL,Interpret,Conciseness,-0.01657096584216726,120
TASK,ALL,Summarise,Fluency,0.595499041275608,108
TASK,ALL,Summarise,Constructiveness,0.5312796447673831,108
TASK,ALL,Summarise,Coherence,0.432016348773842,108
TASK,ALL,Summarise,Sentiment,0.3702063780401655,108
TASK,ALL,Summarise,Motivational,0.35962761126248866,108
TASK,ALL,Summarise,Accuracy,0.10377890475092244,89
TASK,ALL,Summarise,Conciseness,-0.155858310626703,108
